,Country_name,datetime,humiditie,pressure,temperature,wind_direction,wind_speed
0,Albuquerque,2016-4-25,18.625,1010.3333333333335,286.4654631,208.08333333333331,4.875
1,Charlotte,2016-4-26,61.41666667,1015.7916666666665,294.18427075,223.0,2.5
2,Dallas,2016-4-27,65.95833333,1004.375,294.83568445833333,198.91666666666663,4.083333333333333
3,Houston,2016-4-28,85.625,1010.125,297.9148069708333,129.33333333333334,2.5416666666666665
4,Jacksonville,2016-4-29,65.25,1015.375,297.9170833333333,194.20833333333331,2.625
5,Las Vegas,2016-4-3,19.04166667,1018.9166666666665,292.32982814166667,192.375,1.3333333333333333
6,Los Angeles,2016-4-30,69.375,1011.4166666666665,288.69500000000005,184.875,2.7916666666666665
7,Miami,2016-4-4,66.0,1018.3333333333335,296.00473837916667,122.875,2.833333333333333
8,Nashville,2016-4-5,46.04166667,1025.4166666666667,283.9477302166667,88.25,3.875
9,New York,2016-4-6,43.25,1026.8333333333333,275.3787799583333,180.95833333333331,3.625
10,Phoenix,2016-4-7,14.16666667,1012.375,299.03756883333324,235.5,2.25
11,Pittsburgh,2016-4-8,67.83333333,1005.3333333333335,275.6626747166667,269.2083333333333,4.833333333333333
12,Saint Louis,2016-4-9,38.04166667,1022.375,278.09323932916664,218.5,4.833333333333333
13,San Antonio,2016-5-1,71.66666667,1009.75,295.8645833333333,42.5,4.416666666666667
14,San Diego,2016-5-10,63.83333333,1015.375,290.2908333333333,228.20833333333331,2.833333333333333
15,San Francisco,2016-5-11,88.91666667,1015.125,289.6995833333333,302.7083333333333,3.6666666666666665
16,Seattle,2016-5-12,54.625,1016.0,289.54583333333335,168.54166666666666,2.0416666666666665
17,Albuquerque,2016-5-13,28.54166667,1024.6666666666667,290.5058333333333,135.58333333333334,2.458333333333333
18,Charlotte,2016-5-14,59.79166667,1012.5,292.4058333333333,243.83333333333331,2.5
19,Dallas,2016-5-15,52.0,1019.8333333333335,291.3470833333334,79.58333333333333,3.375
20,Houston,2016-5-16,90.75,1014.0,294.5825000000001,84.29166666666667,2.708333333333333
21,Jacksonville,2016-5-17,73.54166667,1018.2083333333335,298.8091666666666,144.16666666666666,3.7916666666666665
22,Las Vegas,2016-5-18,35.70833333,1013.875,294.97166666666664,117.95833333333331,3.0
23,Los Angeles,2016-5-19,76.20833333,1013.8333333333335,291.71583333333336,159.45833333333334,2.0416666666666665
24,Miami,2016-5-2,70.70833333,1016.375,300.5266666666667,112.08333333333331,5.5
25,Nashville,2016-5-20,72.875,1016.4583333333335,290.1066666666667,101.0,1.8333333333333333
26,New York,2016-5-21,67.04166667,1020.5,288.2891666666667,139.41666666666666,3.0
27,Phoenix,2016-5-22,23.625,1011.375,298.01583333333326,208.75,4.25
28,Pittsburgh,2016-5-23,74.91666667,1015.875,288.44416666666666,213.66666666666663,1.8333333333333333
29,Saint Louis,2016-5-24,65.08333333,1015.125,295.45198111250005,164.08333333333334,2.375
30,San Antonio,2016-5-25,79.875,1014.5,299.78773533333333,140.16666666666666,4.125
31,San Diego,2016-5-26,64.70833333,1018.875,289.2882880375,226.91666666666663,2.5416666666666665
32,San Francisco,2016-5-27,77.41666667,1014.3333333333335,290.2059450583334,185.45833333333331,3.5416666666666665
33,Seattle,2016-5-28,78.29166667,1019.4583333333335,285.1366912916667,175.375,3.5416666666666665
34,Albuquerque,2016-5-29,13.79166667,1019.5,291.1157977291667,162.08333333333334,3.125
35,Charlotte,2016-5-3,78.04166667,1010.7916666666665,293.5520833333333,199.54166666666663,2.875
36,Dallas,2016-5-30,68.54166667,1015.7916666666665,296.6960692625,162.08333333333334,3.4166666666666665
37,Houston,2016-5-31,74.25,1012.8333333333335,298.9686809166668,156.04166666666666,2.208333333333333
38,Jacksonville,2016-5-4,68.625,1008.375,297.43833333333333,233.20833333333331,3.4166666666666665
39,Las Vegas,2016-5-5,17.0,1007.625,298.32,182.91666666666663,4.583333333333333
40,Los Angeles,2016-5-6,72.79166667,1011.7916666666665,288.27708333333334,238.45833333333331,2.0
41,Miami,2016-5-7,46.125,1014.4583333333335,295.05833333333334,257.4166666666667,3.1666666666666665
42,Nashville,2016-5-8,41.5,1013.6666666666665,296.4808333333333,231.25,3.208333333333333
43,New York,2016-5-9,61.20833333,1014.2083333333335,287.855,269.125,4.375
44,Phoenix,2016-6-1,15.125,1007.7916666666665,303.6919975541667,194.79166666666663,3.1666666666666665
45,Pittsburgh,2016-6-10,63.34782609,1019.9166666666665,292.0975,269.2916666666667,0.7916666666666666
46,Saint Louis,2016-6-11,63.217391299999996,1012.5416666666665,301.8975,188.75,1.75
47,San Antonio,2016-6-12,80.41666667,999.7916666666665,301.6120833333333,140.79166666666666,1.125
48,San Diego,2016-6-13,78.5,1018.5,288.785,282.0833333333333,1.0
49,San Francisco,2016-6-14,72.20833333,1014.5,289.6475000000001,221.875,2.083333333333333
50,Seattle,2016-6-15,68.875,1012.5,283.93333333333334,194.5,1.5416666666666667
51,Albuquerque,2016-6-16,16.25,1004.875,294.53125000000006,250.83333333333331,2.083333333333333
52,Charlotte,2016-6-17,60.5,960.5416666666665,300.27625,212.45833333333331,2.4166666666666665
53,Dallas,2016-6-18,68.66666667,1012.6666666666665,303.62416666666667,155.375,2.5
54,Houston,2016-6-19,73.83333333,1015.8333333333335,300.60541666666666,123.54166666666669,1.25
55,Jacksonville,2016-6-2,62.91666667,1017.2083333333335,300.348247775,175.83333333333337,2.208333333333333
56,Las Vegas,2016-6-20,10.83333333,1005.2083333333335,310.9274999999999,173.58333333333337,0.875
57,Los Angeles,2016-6-21,47.625,1013.0416666666665,302.3833333333334,192.20833333333331,0.6666666666666666
58,Miami,2016-6-22,77.375,1010.5833333333335,299.90124999999995,230.54166666666663,5.75
59,Nashville,2016-6-23,56.20833333,1015.7083333333335,302.40458333333333,228.75,3.6666666666666665
60,New York,2016-6-24,65.95833333,1014.7083333333335,295.93583333333333,38.75,3.5416666666666665
61,Phoenix,2016-6-25,18.54166667,1008.6666666666665,308.62125,173.33333333333337,3.0416666666666665
62,Pittsburgh,2016-6-26,64.91666667,1021.375,297.7220833333334,166.375,2.583333333333333
63,Saint Louis,2016-6-27,62.08333333,1018.1666666666665,301.6625,131.375,1.875
64,San Antonio,2016-6-28,65.20833333,1017.3333333333335,301.65458333333333,141.25,1.75
65,San Diego,2016-6-29,77.66666667,1013.375,296.1500000000001,269.1666666666667,2.375
66,San Francisco,2016-6-3,78.20833333,1012.5833333333335,296.1379166666667,246.20833333333331,3.125
67,Seattle,2016-6-30,76.58333333,1022.9583333333335,289.21880255,169.875,1.75
68,Albuquerque,2016-6-4,27.125,1022.375,294.11958333333337,144.58333333333334,6.375
69,Charlotte,2016-6-5,81.58333333,1011.9583333333335,297.35041666666666,216.25,3.375
70,Dallas,2016-6-6,50.75,1012.4583333333335,297.77833333333336,151.91666666666666,2.5
71,Houston,2016-6-7,72.95833333,1010.8333333333335,300.1816666666667,149.5,1.875
72,Jacksonville,2016-6-8,74.95833333,1018.0,299.74220833333334,186.83333333333331,1.4583333333333333
73,Las Vegas,2016-6-9,11.75,999.75,308.7054166666666,127.79166666666669,1.8333333333333333
74,Los Angeles,2016-7-1,70.95833333,1012.125,296.40708333333333,157.83333333333334,2.375
75,Miami,2016-7-10,66.70833333,1018.5416666666665,303.0725,134.91666666666666,3.2916666666666665
76,Nashville,2016-7-11,72.33333333,1017.3333333333335,298.6141666666666,148.625,1.875
77,New York,2016-7-12,69.625,1019.625,295.82958333333335,170.0,3.0
78,Phoenix,2016-7-13,16.95833333,1010.875,308.02677797916664,165.29166666666666,2.25
79,Pittsburgh,2016-7-14,76.54166667,988.625,299.14841666666666,221.25,2.708333333333333
80,Saint Louis,2016-7-15,84.95833333,1011.0833333333335,299.61258333333336,105.75,1.9583333333333333
81,San Antonio,2016-7-16,62.125,1002.0416666666665,302.79637500000007,156.5,3.458333333333333
82,San Diego,2016-7-17,69.41666667,979.2083333333335,293.9074166666668,211.91666666666663,0.625
83,San Francisco,2016-7-18,84.83333333,1019.9583333333335,288.5480833333333,214.54166666666663,1.5833333333333333
84,Seattle,2016-7-19,58.0,1022.0,294.1880000000001,224.0,3.0
85,Albuquerque,2016-7-2,67.75,1021.0416666666665,291.77875,195.75,3.2916666666666665
86,Charlotte,2016-7-20,65.0,1004.4166666666665,303.96879166666673,146.66666666666666,1.25
87,Dallas,2016-7-21,50.66666667,1016.8333333333335,304.72766666666666,161.125,3.1666666666666665
88,Houston,2016-7-22,66.125,1017.625,303.16291666666666,193.45833333333331,2.0
89,Jacksonville,2016-7-23,61.58333333,1017.0833333333335,301.8870833333333,165.375,2.4166666666666665
90,Las Vegas,2016-7-24,17.75,1008.5416666666665,310.12166666666667,148.375,4.375
91,Los Angeles,2016-7-25,71.04166667,1013.3333333333335,299.9650000000001,198.79166666666663,2.0
92,Miami,2016-7-26,68.125,1017.9166666666665,302.76083333333327,112.5,3.875
93,Nashville,2016-7-27,73.16666667,1015.5833333333335,301.07041666666663,154.375,1.9166666666666667
94,New York,2016-7-28,68.79166667,1012.625,300.18416666666667,212.04166666666663,2.4166666666666665
95,Phoenix,2016-7-29,27.20833333,1007.625,310.73625,202.08333333333331,4.291666666666667
96,Pittsburgh,2016-7-3,63.375,1020.5833333333335,290.95166666666665,117.58333333333331,1.125
97,Saint Louis,2016-7-30,71.95833333,1014.5,298.3687500000001,283.25,2.333333333333333
98,San Antonio,2016-7-31,66.75,1015.625,302.68875,169.16666666666666,3.9166666666666665
99,San Diego,2016-7-4,68.70833333,1017.5,293.2425,229.95833333333331,2.833333333333333
100,San Francisco,2016-7-5,80.25,1014.2916666666665,290.50166666666667,236.58333333333331,3.6666666666666665
101,Seattle,2016-7-6,73.375,1018.5,289.26125,122.125,1.5416666666666667
102,Albuquerque,2016-7-7,18.5,1019.3333333333335,298.31791666666663,217.75,3.5416666666666665
103,Charlotte,2016-7-8,68.91666667,1014.75,300.26375,255.91666666666663,2.708333333333333
104,Dallas,2016-7-9,61.66666667,1015.5,302.31333333333333,174.58333333333337,4.666666666666667
105,Houston,2016-8-1,75.41666667,1017.0833333333335,302.52083333333326,182.41666666666663,2.208333333333333
106,Jacksonville,2016-8-10,83.25,1030.75,301.08987499999995,150.66666666666666,2.833333333333333
107,Las Vegas,2016-8-11,15.5,1006.0416666666665,305.8125,143.5,1.375
108,Los Angeles,2016-8-12,71.91666667,1014.625,296.90708333333333,211.41666666666663,0.5416666666666666
109,Miami,2016-8-13,74.83333333,1015.4166666666665,302.4904166666667,149.16666666666666,3.375
110,Nashville,2016-8-14,76.45833333,1017.1666666666665,298.68291666666664,194.875,3.125
111,New York,2016-8-15,63.16666667,1018.5,300.9433333333333,303.125,1.375
112,Phoenix,2016-8-16,29.58333333,1009.2916666666665,309.1933333333333,92.25,2.083333333333333
113,Pittsburgh,2016-8-17,96.95833333,1021.2916666666665,295.29666666666674,223.45833333333331,1.1666666666666667
114,Saint Louis,2016-8-18,77.13333333,1013.25,299.68249999999995,191.16666666666663,1.75
115,San Antonio,2016-8-19,87.08333333,1009.1666666666665,299.88541666666663,146.16666666666666,2.25
116,San Diego,2016-8-2,74.29166667,1015.75,296.34374999999994,239.25,2.625
117,San Francisco,2016-8-20,78.0,1012.375,291.9775,243.08333333333331,2.4166666666666665
118,Seattle,2016-8-21,67.625,1012.0416666666665,293.2370833333334,172.41666666666663,3.4166666666666665
119,Albuquerque,2016-8-22,69.66666667,1022.0416666666665,289.56916666666666,164.58333333333334,3.333333333333333
120,Charlotte,2016-8-23,64.5,1024.4583333333333,297.0841666666668,96.70833333333331,1.9583333333333333
121,Dallas,2016-8-24,66.45833333,1018.75,301.9031338958334,188.20833333333331,4.75
122,Houston,2016-8-25,79.79166667,1018.0833333333335,300.69625,131.875,1.9583333333333333
123,Jacksonville,2016-8-26,64.16666667,1017.5,301.60625,60.83333333333334,4.291666666666667
124,Las Vegas,2016-8-27,41.75,1014.9583333333335,299.84125,137.45833333333334,5.291666666666667
125,Los Angeles,2016-8-28,74.79166667,1015.5416666666665,295.5229166666666,178.95833333333337,2.458333333333333
126,Miami,2016-8-29,86.375,1012.9583333333335,300.37291666666664,132.66666666666666,3.583333333333333
127,Nashville,2016-8-3,75.375,1017.0416666666665,299.8587500000001,173.125,1.5416666666666667
128,New York,2016-8-30,56.58333333,1020.125,297.09458333333345,99.91666666666669,3.9166666666666665
129,Phoenix,2016-8-31,29.125,1010.25,306.92124999999993,168.41666666666666,2.75
130,Pittsburgh,2016-8-4,75.33333333,1020.0833333333335,297.3875,142.20833333333334,0.9583333333333334
131,Saint Louis,2016-8-5,82.85,1010.75,299.39375,197.70833333333331,1.5
132,San Antonio,2016-8-6,71.04166667,998.125,302.43541666666664,142.95833333333334,1.2083333333333333
133,San Diego,2016-8-7,77.59090909,1010.6666666666665,296.4895833333333,283.25,0.9583333333333334
134,San Francisco,2016-8-8,81.33333333,1008.5416666666665,292.00375,204.70833333333331,0.75
135,Seattle,2016-8-9,81.625,1016.0833333333335,289.3108749999999,206.875,0.9166666666666666
136,Albuquerque,2016-9-1,60.20833333,1024.7083333333333,291.68300934166666,147.95833333333334,3.0
137,Charlotte,2016-9-10,69.16666667,1017.5416666666665,299.74916666666667,182.0,1.5833333333333333
138,Dallas,2016-9-11,50.0,1021.2916666666665,296.3341666666667,90.83333333333331,1.875
139,Houston,2016-9-12,79.66666667,1015.7083333333335,300.4733333333333,72.29166666666667,1.5833333333333333
140,Jacksonville,2016-9-13,82.41666667,1017.0,299.7125000000001,81.66666666666667,4.416666666666667
141,Las Vegas,2016-9-14,22.29166667,1013.9583333333335,295.57291666666663,202.08333333333331,3.2916666666666665
142,Los Angeles,2016-9-15,68.83333333,1015.9166666666665,292.4274999999999,149.91666666666666,1.7083333333333333
143,Miami,2016-9-16,73.08333333,1016.3333333333335,301.72416666666663,144.375,1.75
144,Nashville,2016-9-17,70.75,1017.5,297.50083333333345,171.25,3.0416666666666665
145,New York,2016-9-18,77.375,1018.125,295.9075,199.95833333333331,4.083333333333333
146,Phoenix,2016-9-19,22.82608696,1013.0416666666665,302.865,141.45833333333334,1.5416666666666667
147,Pittsburgh,2016-9-2,68.54166667,1020.75,291.35541666666666,140.625,2.4166666666666665
148,Saint Louis,2016-9-20,71.90909091,1013.7083333333335,298.40083333333337,168.54166666666666,1.625
149,San Antonio,2016-9-21,76.25,997.0,300.07533333333333,130.66666666666666,1.125
150,San Diego,2016-9-22,82.8125,1013.2916666666665,291.181130075,216.58333333333331,1.5416666666666667
151,San Francisco,2016-9-23,72.29166667,1016.875,289.8283333333333,237.66666666666663,1.625
152,Seattle,2016-9-24,79.70833333,1023.125,286.8845833333333,190.29166666666663,1.0833333333333333
153,Albuquerque,2016-9-25,52.875,1022.7916666666665,282.27389766666664,221.58333333333331,3.8333333333333335
154,Charlotte,2016-9-26,88.0625,1016.125,296.40458333333333,154.375,1.875
155,Dallas,2016-9-27,69.0,1017.75,293.1996665625,148.83333333333334,1.3333333333333333
156,Houston,2016-9-28,66.95833333,1014.9583333333335,298.27208333333334,222.5,1.2083333333333333
157,Jacksonville,2016-9-29,79.91666667,1027.6666666666667,299.8066666666667,210.5,1.7083333333333333
158,Las Vegas,2016-9-3,19.5,1007.8333333333335,304.5108333333333,211.04166666666663,4.291666666666667
159,Los Angeles,2016-9-30,48.91666667,1015.25,297.90208333333334,152.0,0.625
160,Miami,2016-9-4,75.375,1017.8333333333335,301.24291666666664,72.875,2.375
161,Nashville,2016-9-5,60.70833333,1021.875,299.2,154.70833333333334,1.875
162,New York,2016-9-6,57.25,1015.0833333333335,297.62875,185.41666666666663,5.583333333333332
163,Phoenix,2016-9-7,54.375,1011.8333333333335,302.52625000000006,199.58333333333331,3.5416666666666665
164,Pittsburgh,2016-9-8,76.45833333,1015.875,298.94458333333336,222.58333333333331,3.1666666666666665
165,Saint Louis,2016-9-9,88.625,1013.625,296.29791666666665,143.375,2.208333333333333
166,San Antonio,2017-1-1,76.375,1010.6666666666665,289.39166666666665,170.45833333333334,2.1666666666666665
167,San Diego,2017-1-10,79.25,1021.5,287.1308333333333,207.08333333333331,1.4166666666666667
168,San Francisco,2017-1-11,73.125,1017.75,286.065,143.75,7.25
169,Seattle,2017-1-12,69.08333333,1020.1666666666665,271.14625000000007,96.0,1.4166666666666667
170,Albuquerque,2017-1-13,46.45833333,1021.0,278.76916666666665,161.79166666666666,2.083333333333333
171,Charlotte,2017-1-14,71.0,1032.1666666666667,286.4533333333333,100.66666666666669,1.75
172,Dallas,2017-1-15,98.54166667,1022.7083333333335,281.32916666666665,182.125,2.5416666666666665
173,Houston,2017-1-16,80.79166667,1014.9583333333335,295.0970833333334,152.08333333333334,5.375
174,Jacksonville,2017-1-17,89.08333333,1024.125,291.01708333333335,135.16666666666666,1.5416666666666667
175,Las Vegas,2017-1-18,41.33333333,1020.9166666666665,278.60125,221.5,1.2083333333333333
176,Los Angeles,2017-1-19,80.04166667,1016.2916666666665,286.0125,149.20833333333334,2.833333333333333
177,Miami,2017-1-2,77.5,1021.4583333333335,298.6208333333332,118.75,5.291666666666667
178,Nashville,2017-1-20,85.20833333,1006.9583333333335,288.315,206.41666666666663,2.75
179,New York,2017-1-21,90.33333333,1012.0833333333335,279.2504166666667,195.16666666666663,2.125
180,Phoenix,2017-1-22,76.625,1019.5416666666665,282.54374999999993,146.75,2.7916666666666665
181,Pittsburgh,2017-1-23,86.20833333,1000.0416666666665,281.70458333333323,74.16666666666667,4.666666666666667
182,Saint Louis,2017-1-24,78.125,1009.875,278.45716666666664,216.91666666666663,2.75
183,San Antonio,2017-1-25,44.625,1001.0416666666665,292.48149999999987,196.83333333333331,4.291666666666667
184,San Diego,2017-1-26,67.33333333,1026.3333333333333,282.84083333333325,180.75,1.5
185,San Francisco,2017-1-27,66.66666667,1026.6666666666667,281.73041666666666,192.25,2.1666666666666665
186,Seattle,2017-1-28,70.29166667,1036.25,278.36375000000004,148.66666666666666,1.75
187,Albuquerque,2017-1-29,44.375,1031.375,274.5758333333333,217.20833333333331,3.375
188,Charlotte,2017-1-3,95.125,1013.5833333333335,282.0758333333333,116.54166666666669,2.25
189,Dallas,2017-1-30,34.33333333,1021.375,287.65875,243.91666666666663,1.75
190,Houston,2017-1-31,60.08333333,1020.4166666666665,288.9433333333333,202.875,3.0416666666666665
191,Jacksonville,2017-1-4,83.33333333,1010.9583333333335,293.0683333333333,265.0833333333333,2.625
192,Las Vegas,2017-1-5,61.83333333,1010.375,284.33458333333334,170.83333333333334,4.791666666666667
193,Los Angeles,2017-1-6,82.29166667,1016.25,286.27458333333334,171.58333333333334,1.0416666666666667
194,Miami,2017-1-7,82.29166667,1016.2916666666665,297.52458333333334,192.5,3.75
195,Nashville,2017-1-8,63.83333333,1040.5833333333333,264.39,226.91666666666663,1.2083333333333333
196,New York,2017-1-9,53.04166667,1038.375,264.5645833333333,270.3333333333333,2.6666666666666665
197,Phoenix,2017-10-1,21.75,1007.875,300.07541666666674,158.41666666666666,2.9166666666666665
198,Pittsburgh,2017-10-10,73.79166667,1019.3333333333335,294.07000000000005,211.625,1.2083333333333333
199,Saint Louis,2017-10-11,88.54166667,1019.4583333333335,286.19375,284.5833333333333,5.583333333333332
200,San Antonio,2017-10-12,68.70833333,1018.5416666666665,294.85291666666666,130.75,1.5416666666666667
201,San Diego,2017-10-13,75.125,1014.4166666666665,291.95875,202.45833333333331,2.0
202,San Francisco,2017-10-14,52.45833333,1018.625,289.02320833333334,167.66666666666666,3.125
203,Seattle,2017-10-15,74.91666667,1028.9166666666667,282.2083333333333,138.95833333333334,1.375
204,Albuquerque,2017-10-16,33.41666667,1031.4583333333333,283.0808333333334,171.66666666666666,2.083333333333333
205,Charlotte,2017-10-17,56.33333333,1025.7916666666667,285.7066666666667,49.16666666666666,3.4166666666666665
206,Dallas,2017-10-18,45.5,1020.5833333333335,290.6275,148.79166666666666,3.375
207,Houston,2017-10-19,68.75,1019.5416666666665,295.6279166666667,79.375,2.958333333333333
208,Jacksonville,2017-10-2,67.125,1020.1666666666665,298.96625,71.0,4.041666666666667
209,Las Vegas,2017-10-20,22.625,1004.9166666666665,296.39208333333323,203.83333333333331,7.208333333333332
210,Los Angeles,2017-10-21,55.0,1015.125,291.65458333333333,116.54166666666669,1.125
211,Miami,2017-10-22,73.58333333,1018.2916666666665,301.25875,101.25,6.125
212,Nashville,2017-10-23,82.58333333,1011.7916666666665,290.94333333333344,208.625,3.9166666666666665
213,New York,2017-10-24,83.0,1012.4166666666665,294.38249999999994,142.375,5.5
214,Phoenix,2017-10-25,23.08333333,1015.9583333333335,300.9733333333333,130.45833333333334,4.125
215,Pittsburgh,2017-10-26,76.04166667,1012.1666666666665,278.81916666666666,208.75,2.375
216,Saint Louis,2017-10-27,53.08333333,1011.5833333333335,284.41625,293.3333333333333,6.375
217,San Antonio,2017-10-28,28.0,1021.3333333333335,284.36583333333334,151.25,3.7916666666666665
218,San Diego,2017-10-29,82.79166667,1012.25,291.9783333333333,231.79166666666663,1.7916666666666667
219,San Francisco,2017-10-3,66.16666667,1008.5416666666665,288.4195833333333,258.625,3.0
220,Seattle,2017-10-30,83.375,1020.625,282.49291666666664,122.95833333333331,2.7916666666666665
221,Albuquerque,2017-10-31,49.29166667,1018.125,281.06125,118.83333333333331,6.25
222,Charlotte,2017-10-4,61.5,1031.1666666666667,290.6454166666667,132.20833333333334,2.4166666666666665
223,Dallas,2017-10-5,64.70833333,1020.5833333333335,298.1454166666666,122.5,2.25
224,Houston,2017-10-6,64.20833333,1014.8333333333335,297.95958333333334,43.04166666666666,1.875
225,Jacksonville,2017-10-7,85.5,1014.75,300.555,119.54166666666669,2.833333333333333
226,Las Vegas,2017-10-8,17.58333333,1006.0833333333335,295.7766666666667,239.95833333333331,1.3333333333333333
227,Los Angeles,2017-10-9,65.08695652,1010.0416666666665,293.94666666666666,112.70833333333331,1.875
228,Miami,2017-11-1,,,,,
229,Nashville,2017-11-10,61.58333333,1026.4583333333333,279.88875,173.04166666666663,2.583333333333333
230,New York,2017-11-11,,,,,
231,Phoenix,2017-11-12,31.79166667,1015.9583333333335,292.7675,145.83333333333334,2.0416666666666665
232,Pittsburgh,2017-11-13,72.75,1025.4583333333333,277.45,237.20833333333331,1.8333333333333333
233,Saint Louis,2017-11-14,72.95833333,1025.3333333333333,278.8491666666667,136.66666666666666,4.083333333333333
234,San Antonio,2017-11-15,80.70833333,1015.625,294.5294148125,174.45833333333337,2.6666666666666665
235,San Diego,2017-11-16,60.04166667,1014.625,291.64833333333326,156.66666666666666,1.5416666666666667
236,San Francisco,2017-11-17,,,,,
237,Seattle,2017-11-18,78.45833333,1024.9166666666667,280.5704166666667,171.75,2.75
238,Albuquerque,2017-11-19,27.875,1026.4166666666667,274.74375,217.45833333333331,2.2916666666666665
239,Charlotte,2017-11-2,71.625,1023.375,290.76958333333323,187.45833333333331,2.083333333333333
240,Dallas,2017-11-20,44.04166667,1021.4583333333335,283.06916666666666,173.70833333333337,3.208333333333333
241,Houston,2017-11-21,73.16666667,1014.0416666666665,290.4824999999999,92.45833333333331,1.6666666666666667
242,Jacksonville,2017-11-22,83.54166667,1015.4166666666665,291.22375,201.33333333333331,2.583333333333333
243,Las Vegas,2017-11-23,38.29166667,1021.7083333333335,290.43875,222.5,1.4166666666666667
244,Los Angeles,2017-11-24,47.91666667,1013.0,294.1804166666667,108.5,0.4583333333333333
245,Miami,2017-11-25,,,,,
246,Nashville,2017-11-26,54.125,1022.5,281.60791666666665,278.5416666666667,2.375
247,New York,2017-11-27,,,,,
248,Phoenix,2017-11-28,46.20833333,1013.6666666666665,290.28416666666664,214.04166666666663,2.75
249,Pittsburgh,2017-11-29,32.625,1021.875,284.05333333333334,265.8333333333333,3.9166666666666665
250,Saint Louis,2017-11-3,78.5,1021.2083333333335,285.79833333333335,154.16666666666666,4.458333333333333
251,San Antonio,2017-11-30,48.0,1021.0,292.02,180.0,1.0
252,San Diego,2017-11-4,73.25,1016.5,289.50333333333333,216.04166666666663,1.9583333333333333
253,San Francisco,2017-11-5,,,,,
254,Seattle,2017-11-6,90.08333333,1021.375,275.7883333333333,99.20833333333331,1.2916666666666667
